,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
526,"Bitch, Don’t Kill My Vibe","good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,2012,310720,70,0.587,0.0152,0.698,0.0,0.442,-8.948,0.0943,133.954,4
527,family ties (with Kendrick Lamar),family ties (with Kendrick Lamar),Baby Keem,2021-08-27,252069,78,0.711,0.00575,0.611,0.0,0.231,-5.453,0.329,134.14,4
528,untitled 02 | 06.23.2014.,untitled unmastered.,Kendrick Lamar,2016-03-04,258826,67,0.667,0.341,0.508,0.0,0.644,-10.337,0.451,89.436,3
529,The Heart Part 5,Mr. Morale & The Big Steppers,Kendrick Lamar,2022-05-13,332228,64,0.7,0.183,0.812,0.0,0.0756,-8.128,0.297,97.405,4
530,FEAR.,DAMN.,Kendrick Lamar,2017-04-14,460573,69,0.588,0.604,0.479,7.2e-06,0.527,-7.039,0.281,150.414,4
531,Swimming Pools (Drank) - Extended Version,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,2012,313786,72,0.716,0.123,0.485,2.69e-05,0.604,-7.745,0.404,74.132,4
532,LOVE. FEAT. ZACARI.,DAMN.,Kendrick Lamar,2017-04-13,213400,52,0.8,0.264,0.585,0.0,0.159,-7.343,0.0921,126.055,4
533,FEEL.,DAMN.,Kendrick Lamar,2017-04-14,214826,70,0.746,0.137,0.798,0.0,0.139,-8.382,0.349,109.968,4
534,King Kunta,To Pimp A Butterfly,Kendrick Lamar,2015-03-16,234693,76,0.884,0.00589,0.657,0.0,0.154,-4.569,0.0977,107.059,4
535,Backseat Freestyle,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,2012,212653,70,0.546,0.000739,0.651,0.0,0.235,-7.601,0.3,77.878,4
536,Savior - Interlude,Mr. Morale & The Big Steppers,Kendrick Lamar,2022-05-13,152985,64,0.618,0.807,0.43,0.0,0.189,-9.38,0.216,117.125,4
537,Stay Ready (What A Life),Sail Out,Jhené Aiko,2013-01-01,382760,74,0.347,0.455,0.493,0.00366,0.127,-11.548,0.29,82.887,4
538,Rich - Interlude,Mr. Morale & The Big Steppers,Kendrick Lamar,2022-05-13,103319,64,0.481,0.864,0.406,0.000315,0.0869,-11.52,0.0775,91.589,4
539,Father Time (feat. Sampha),Mr. Morale & The Big Steppers,Kendrick Lamar,2022-05-13,222497,75,0.514,0.181,0.779,0.0,0.099,-4.365,0.344,152.869,4
540,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),AMERICA HAS A PROBLEM (feat. Kendrick Lamar),Beyoncé,2023-05-19,260962,74,0.788,0.011,0.694,1.48e-05,0.142,-5.308,0.0372,126.042,4
541,YAH.,DAMN.,Kendrick Lamar,2017-04-14,160293,69,0.67,0.576,0.7,5.34e-06,0.226,-7.893,0.196,69.986,4
542,Pray For Me,The Highlights,The Weeknd,2021-02-05,211420,81,0.732,0.0867,0.678,2.41e-05,0.112,-4.977,0.0886,100.626,4
543,LOVE.,Top 30 US,Various Artists,2018-04-27,214053,47,0.806,0.27,0.569,0.0,0.156,-7.53,0.0873,126.074,4
544,Money Trees,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,2012,386906,66,0.716,0.0703,0.531,0.0,0.224,-7.355,0.122,71.994,4
545,Sidewalks,Starboy,The Weeknd,2016-11-25,231360,75,0.542,0.147,0.72,0.0,0.348,-5.136,0.0628,149.828,4
546,The Recipe - Bonus Track,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,2012,352853,65,0.759,0.000589,0.782,0.0,0.35,-6.975,0.0741,131.04,4
547,Bad Blood,Bad Blood,Taylor Swift,2015-05-17,200106,74,0.654,0.0294,0.655,0.0,0.139,-7.388,0.106,170.16,4
548,Silent Hill,Mr. Morale & The Big Steppers,Kendrick Lamar,2022-05-13,220779,73,0.907,0.438,0.577,3.19e-05,0.137,-6.737,0.0767,140.07,4
549,i,i,Kendrick Lamar,2014-09-23,231933,67,0.755,0.0208,0.884,2.97e-06,0.248,-5.296,0.0638,121.927,4
550,Unstoppable,This Is Acting (Deluxe Version),Sia,2016-10-21,217746,83,0.468,0.112,0.779,0.000373,0.101,-4.839,0.0779,173.799,4
551,Wild Ones (feat. Sia),Wild Ones,Flo Rida,2012-06-22,232946,80,0.608,0.0991,0.86,0.0,0.262,-5.324,0.0554,127.075,4
552,Chandelier,1000 Forms Of Fear (Deluxe Version),Sia,2015-05-04,216120,72,0.399,0.0197,0.787,6.07e-05,0.0685,-2.88,0.0499,117.089,5
553,Titanium,Summer Chart Hits,Various Artists,2023-05-19,245040,2,0.604,0.0678,0.788,0.153,0.127,-3.673,0.103,126.06,4
554,Cheap Thrills,This Is Acting (Deluxe Version),Sia,2016-10-21,211666,72,0.628,0.0472,0.698,0.00143,0.0907,-5.608,0.105,89.976,4
555,Titanium,Summer Sunshine Hits,Various Artists,2023-05-19,245040,1,0.604,0.0678,0.788,0.153,0.127,-3.673,0.103,126.06,4
556,Elastic Heart,1000 Forms Of Fear (Deluxe Version),Sia,2015-05-04,257200,69,0.421,0.0117,0.791,1.48e-05,0.146,-4.998,0.0496,130.075,4
557,Titanium,Top Chart Hits from Yesterday & Today,Various Artists,2023-05-19,245040,1,0.604,0.0678,0.788,0.153,0.127,-3.673,0.103,126.06,4
558,The Greatest,This Is Acting (Deluxe Version),Sia,2016-10-21,210920,75,0.639,0.0174,0.785,0.00107,0.0512,-6.167,0.174,191.95,4
559,Titanium,Mes del Orgullo,Various Artists,2023-05-19,245040,1,0.604,0.0678,0.788,0.153,0.127,-3.673,0.103,126.06,4
560,Snowman,Everyday Is Christmas (Deluxe Edition),Sia,2018-11-01,165900,77,0.716,0.483,0.512,0.0,0.0928,-6.257,0.0331,104.957,3
561,Titanium,Awesome Summer Chart Hits,Various Artists,2023-05-19,245040,0,0.604,0.0678,0.788,0.153,0.127,-3.673,0.103,126.06,4
562,Cheap Thrills (feat. Sean Paul),This Is Acting (Deluxe Version),Sia,2016-10-21,224493,66,0.592,0.0599,0.788,2.54e-06,0.125,-4.924,0.201,89.949,4
563,Flames,Heartbreak Hits,Various Artists,2023-05-26,195000,0,0.61,0.0722,0.728,8.17e-06,0.0895,-4.347,0.0414,93.959,4
564,Alive,This Is Acting (Deluxe Version),Sia,2016-10-21,263520,63,0.508,0.254,0.762,0.000122,0.108,-4.217,0.0489,99.963,4
565,Titanium,Upbeat Pop 2023,Various Artists,2023-05-26,245040,0,0.604,0.0678,0.788,0.153,0.127,-3.673,0.103,126.06,4
566,Titanium (feat. Sia),Nothing but the Beat 2.0,David Guetta,2011-08-24,245040,72,0.604,0.0678,0.788,0.153,0.127,-3.673,0.103,126.06,4
567,Titanium,Happy Pride Day 2023,Various Artists,2023-05-26,245040,0,0.604,0.0678,0.788,0.153,0.127,-3.673,0.103,126.06,4
568,Rainbow,My Little Pony: The Movie (Original Motion Picture Soundtrack),My Little Pony,2017-09-22,197026,53,0.555,0.306,0.845,0.0,0.062,-4.033,0.102,81.965,4
569,Titanium,LGBTQ+ Pop Anthems,Various Artists,2023-05-26,245040,0,0.604,0.0678,0.788,0.153,0.127,-3.673,0.103,126.06,4
570,Bird Set Free,This Is Acting (Deluxe Version),Sia,2016-10-21,252440,66,0.438,0.0115,0.805,0.000667,0.133,-4.284,0.0728,150.174,4
571,Titanium,Twenty Tens Hits,Various Artists,2023-05-26,245040,0,0.604,0.0678,0.788,0.153,0.127,-3.673,0.103,126.06,4
572,Breathe Me,Colour The Small One,Sia,2005-01-01,274933,49,0.544,0.034,0.63,0.573,0.0961,-7.523,0.0335,120.064,4
573,Titanium,Shape of You - 10's Best,Various Artists,2023-05-26,245040,0,0.604,0.0678,0.788,0.153,0.127,-3.673,0.103,126.06,4
574,Helium,Fifty Shades Darker (Original Motion Picture Soundtrack),Various Artists,2017-02-10,252320,70,0.42,0.551,0.396,0.0,0.0708,-6.678,0.0296,136.849,4
575,"Genius (feat. Sia, Diplo, and Labrinth)","LABRINTH, SIA & DIPLO PRESENT... LSD",Sia,2019-04-12,213706,79,0.603,0.0799,0.615,6.72e-05,0.117,-4.931,0.165,158.657,4
576,Titanium (feat. Sia),Nothing but the Beat,David Guetta,2011-08-31,245040,61,0.604,0.0678,0.788,0.153,0.127,-3.673,0.103,126.06,4
577,Dusk Till Dawn (feat. Sia) - Radio Edit,Icarus Falls,ZAYN,2018-12-14,239000,81,0.259,0.102,0.437,1.32e-06,0.106,-6.589,0.0386,180.042,4
578,Move Your Body,This Is Acting (Deluxe Version),Sia,2016-10-21,247213,59,0.617,0.00117,0.842,0.261,0.131,-4.062,0.034,127.955,4
579,Never Give Up,"Never Give Up (From ""Lion"" Soundtrack)",Sia,2016-11-18,221986,67,0.568,0.00497,0.936,0.0138,0.12,-2.961,0.053,91.009,4
580,Dusk Till Dawn (feat. Sia) - Radio Edit,Dusk Till Dawn (feat. Sia) [Radio Edit],ZAYN,2017-09-07,239000,78,0.259,0.102,0.437,1.32e-06,0.106,-6.589,0.0386,180.042,4
581,Unstoppable,Unstoppable,Sia,2016-01-21,217746,52,0.468,0.112,0.779,0.000373,0.101,-4.839,0.0779,173.799,4
582,Sial,fábula,Mahalini,2023-01-23,243724,88,0.563,0.89,0.431,2.9e-06,0.123,-6.784,0.039,120.014,4
583,The Greatest (feat. Kendrick Lamar),This Is Acting (Deluxe Version),Sia,2016-10-21,210226,71,0.668,0.0102,0.725,0.000479,0.0561,-6.127,0.266,191.944,4
584,Siad,On The Way,Christopher Edwards,2023-01-17,31633,41,0.633,0.0128,0.693,0.0,0.162,-6.769,0.396,151.363,4
585,I'm Still Here,I'm Still Here,Sia,2018-10-12,241910,60,0.437,0.00697,0.719,3.86e-05,0.0765,-4.569,0.0376,169.976,4
586,The Wolf,Bounce Into The Music,SIAMES,2016-08-02,186945,65,0.544,0.000633,0.742,0.000392,0.207,-5.117,0.0283,96.012,4
587,"Thunderclouds (feat. Sia, Diplo, and Labrinth)","LABRINTH, SIA & DIPLO PRESENT... LSD",Sia,2019-04-12,187026,73,0.69,0.0077,0.714,7.23e-05,0.191,-5.948,0.0338,112.009,4
588,Muddy Feet (feat. Sia),Endless Summer Vacation,Miley Cyrus,2023-03-10,136946,74,0.548,0.076,0.779,0.000494,0.19,-4.737,0.109,172.083,4
589,Sião - Ao Vivo,Louvores Para Trabalhar,Various Artists,2023-05-15,296240,0,0.425,0.86,0.308,0.0,0.0822,-8.866,0.0306,138.584,4
590,Cheap Thrills (feat. Sean Paul),Cheap Thrills (feat. Sean Paul),Sia,2016-02-11,224813,69,0.592,0.0561,0.8,2.01e-06,0.0775,-4.931,0.215,89.972,4
591,Siamese,Siamese,Real Fake Flowers,2022-01-28,215351,41,0.53,0.0324,0.861,0.00932,0.146,-6.111,0.071,92.629,4
592,Chandelier - Piano Version,1000 Forms Of Fear (Deluxe Version),Sia,2015-05-04,241693,59,0.411,0.938,0.227,0.0,0.158,-8.068,0.0468,79.875,4
593,Siance,Siance,Valiant,2022-10-12,165668,47,0.774,0.546,0.646,0.0,0.121,-8.254,0.367,99.989,4
594,Angel By The Wings,Angel By The Wings,Sia,2016-12-02,319200,67,0.522,0.294,0.53,5.19e-05,0.0997,-4.812,0.033,104.039,4
595,Siamese Twins - 2005 Remaster,Pornography,The Cure,1982-05-03,328360,38,0.772,0.000298,0.523,0.795,0.282,-9.788,0.0364,94.194,4
596,Elastic Heart - Piano Version,1000 Forms Of Fear (Deluxe Version),Sia,2015-05-04,250133,69,0.44,0.903,0.306,0.0,0.0888,-5.403,0.0377,71.021,4
597,That's Life (feat. Mac Miller & Sia),That's Life (feat. Mac Miller & Sia),88-Keys,2019-06-20,202390,66,0.525,0.24,0.774,1.07e-06,0.495,-4.532,0.241,154.192,4
598,Siamese Dream - Broadway Rehearsals Demo,Siamese Dream (Deluxe Edition),The Smashing Pumpkins,1993,378933,39,0.32,8.11e-05,0.872,0.756,0.163,-9.115,0.0726,131.617,4
599,Alive,Alive,Sia,2015-09-24,263893,50,0.32,0.289,0.752,0.000101,0.102,-4.91,0.056,98.88,4
600,Snow On The Beach (feat. More Lana Del Rey),Midnights (The Til Dawn Edition),Taylor Swift,2023-05-26,229942,0,0.664,0.806,0.401,3.5e-06,0.108,-10.934,0.0344,109.846,4
601,Summertime Sadness,Born To Die - The Paradise Edition,Lana Del Rey,2012-11-12,265427,71,0.565,0.0542,0.654,1.8e-06,0.122,-6.826,0.0335,111.968,4
602,Brooklyn Baby,Ultraviolence (Deluxe),Lana Del Rey,2014-01-01,351640,83,0.404,0.542,0.664,0.00402,0.11,-6.698,0.0407,107.747,4
603,Snow On The Beach (feat. More Lana Del Rey),Midnights (The Til Dawn Edition),Taylor Swift,2023-05-26,229942,0,0.665,0.793,0.385,4.18e-05,0.103,-11.04,0.0329,109.875,4
604,Video Games,Born To Die - The Paradise Edition,Lana Del Rey,2012-11-12,281960,72,0.236,0.811,0.249,1e-06,0.087,-9.595,0.0348,72.847,5
605,Young And Beautiful,Young And Beautiful,Lana Del Rey,2013-01-01,236053,85,0.324,0.262,0.416,3.69e-05,0.11,-8.92,0.0368,113.986,4
606,Snow On The Beach (feat. Lana Del Rey),Midnights (The Til Dawn Edition),Taylor Swift,2023-05-26,256124,0,0.652,0.696,0.322,0.00157,0.141,-13.478,0.0402,109.947,4
607,Doin' Time,Norman Fucking Rockwell!,Lana Del Rey,2019-08-30,202192,84,0.641,0.404,0.559,0.00402,0.0937,-11.132,0.0355,144.982,4
608,Snow On The Beach (feat. Lana Del Rey),Midnights (The Til Dawn Edition),Taylor Swift,2023-05-26,256124,0,0.653,0.705,0.331,0.0013,0.116,-13.534,0.039,110.014,4
609,Diet Mountain Dew,Born To Die - The Paradise Edition,Lana Del Rey,2012-11-12,222920,66,0.595,0.276,0.696,0.0,0.411,-5.921,0.0417,88.013,4
610,Born To Die,Born To Die - The Paradise Edition,Lana Del Rey,2012-11-12,285400,68,0.428,0.222,0.626,8.22e-05,0.277,-6.639,0.0339,86.02,4
611,Stargirl Interlude,Starboy,The Weeknd,2016-11-24,111626,85,0.715,0.353,0.47,0.0923,0.104,-12.638,0.0772,89.965,4
612,Say Yes To Heaven,Say Yes To Heaven,Lana Del Rey,2023-05-19,209156,86,0.49,0.709,0.352,0.0856,0.114,-11.577,0.0254,99.992,4
613,Cinnamon Girl,Norman Fucking Rockwell!,Lana Del Rey,2019-08-30,300683,84,0.294,0.814,0.337,0.414,0.14,-10.614,0.036,91.781,5
614,West Coast,Ultraviolence (Deluxe),Lana Del Rey,2014-01-01,256760,85,0.527,0.194,0.591,0.0194,0.0907,-7.664,0.0396,123.167,4
615,Summertime Sadness,Born To Die – Paradise Edition (Special Version),Lana Del Rey,2012-01-01,264773,77,0.566,0.0477,0.647,0.0,0.121,-6.815,0.0335,111.96,4
616,Snow On The Beach (feat. Lana Del Rey),Midnights,Taylor Swift,2022-10-21,256124,83,0.663,0.69,0.319,0.000993,0.117,-13.481,0.0375,109.957,4
617,Watercolor Eyes - From “Euphoria” An HBO Original Series,Watercolor Eyes (From “Euphoria” An HBO Original Series),Lana Del Rey,2022-01-21,211613,72,0.444,0.964,0.26,0.0815,0.125,-10.045,0.0316,120.443,4
618,Dealer,Blue Banisters,Lana Del Rey,2021-10-22,274293,75,0.602,0.318,0.59,0.000166,0.104,-6.346,0.0279,130.08,4
619,National Anthem,Born To Die - The Paradise Edition,Lana Del Rey,2012-11-12,230520,67,0.532,0.531,0.899,0.000146,0.0957,-5.935,0.244,85.0,4
620,Ultraviolence,Ultraviolence (Deluxe),Lana Del Rey,2014-01-01,251480,76,0.144,0.278,0.541,1.01e-05,0.101,-7.076,0.038,79.262,3
621,Peppers (feat. Tommy Genesis),Did you know that there's a tunnel under Ocean Blvd,Lana Del Rey,2023-03-24,248928,80,0.487,0.633,0.515,0.176,0.111,-11.767,0.19,156.738,4
622,Stargirl Interlude,Starboy,The Weeknd,2016-11-25,111640,82,0.638,0.351,0.474,0.191,0.105,-12.7,0.124,179.771,4
623,A&W,Did you know that there's a tunnel under Ocean Blvd,Lana Del Rey,2023-03-24,433916,81,0.421,0.665,0.247,0.375,0.115,-14.655,0.143,161.468,4
624,Happiness is a butterfly,Norman Fucking Rockwell!,Lana Del Rey,2019-08-30,272485,79,0.467,0.969,0.119,1.4e-06,0.0973,-10.99,0.0401,70.499,4
625,Cola,Born To Die - The Paradise Edition,Lana Del Rey,2012-11-12,260893,58,0.298,0.0699,0.668,2.44e-05,0.59,-5.536,0.0478,110.063,4
626,Ride,Paradise,Lana Del Rey,2012-11-09,289080,52,0.373,0.128,0.686,1.96e-06,0.383,-5.52,0.034,93.763,4
627,"Paris, Texas (feat. SYML)",Did you know that there's a tunnel under Ocean Blvd,Lana Del Rey,2023-03-24,206722,79,0.315,0.985,0.102,0.0512,0.109,-17.621,0.034,169.69,3
628,Lust For Life (with The Weeknd),Lust For Life,Lana Del Rey,2017-07-21,264066,75,0.504,0.604,0.655,0.00193,0.364,-8.644,0.0542,99.982,4
629,Cherry,Lust For Life,Lana Del Rey,2017-07-21,180902,76,0.449,0.048,0.534,0.0011,0.384,-9.493,0.0494,94.261,3
630,Say Yes To Heaven - Sped Up,Say Yes To Heaven,Lana Del Rey,2023-05-19,156116,75,0.499,0.856,0.448,0.0544,0.126,-9.961,0.0287,133.891,4
631,"Once Upon a Dream - From ""Maleficent"" / Pop Version","Once Upon a Dream (from ""Maleficent"") [Original Motion Picture Soundtrack]",Lana Del Rey,2014-01-01,203080,67,0.289,0.659,0.274,0.0166,0.109,-16.574,0.0353,119.997,3
632,Norman fucking Rockwell,Norman Fucking Rockwell!,Lana Del Rey,2019-08-30,248934,78,0.215,0.968,0.203,0.0585,0.0923,-12.65,0.0346,78.287,1
633,West Coast,Hit - List Vol 6,Various Artists,2023-05-25,256768,3,0.359,0.206,0.611,0.0254,0.0898,-7.676,0.0389,93.05,4
634,Mariners Apartment Complex,Norman Fucking Rockwell!,Lana Del Rey,2019-08-30,247150,74,0.531,0.763,0.252,0.000133,0.104,-12.765,0.028,76.054,4
635,Salvatore,Honeymoon,Lana Del Rey,2015-09-18,281093,74,0.304,0.675,0.311,0.00195,0.12,-9.647,0.0344,117.68,4
636,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix),Lana Del Rey,2013-02-01,214912,75,0.572,0.0157,0.81,6.53e-06,0.13,-5.791,0.0558,126.052,4
637,Radio,Born To Die - The Paradise Edition,Lana Del Rey,2012-11-12,214573,65,0.423,0.188,0.857,2.63e-05,0.105,-5.173,0.0687,75.024,4
638,Diet Mountain Dew,Born To Die – Paradise Edition (Special Version),Lana Del Rey,2012-01-01,222920,71,0.442,0.284,0.68,0.0,0.421,-5.971,0.0858,176.09,4
639,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Charlie's Angels (Original Motion Picture Soundtrack),Various Artists,2019-11-01,190066,69,0.644,0.00237,0.755,7.64e-06,0.0859,-5.325,0.0448,102.861,4
640,Born To Die,Born To Die – Paradise Edition (Special Version),Lana Del Rey,2012-01-01,286253,65,0.393,0.2,0.634,0.000166,0.198,-6.629,0.0378,85.767,4
641,Hallucinogenics (feat. Lana Del Rey),Hallucinogenics (feat. Lana Del Rey),Matt Maeson,2020-09-25,186626,63,0.59,0.499,0.597,0.0,0.175,-7.183,0.0527,121.843,4
642,Blue Jeans,Born To Die - The Paradise Edition,Lana Del Rey,2012-11-12,209440,65,0.558,0.418,0.837,0.0,0.0821,-4.405,0.0633,117.963,4
643,Kintsugi,Did you know that there's a tunnel under Ocean Blvd,Lana Del Rey,2023-03-24,378951,69,0.447,0.984,0.0858,0.00331,0.242,-15.806,0.042,116.091,4
644,Lana Del Rey - playing dangerous,Lana Del Rey - playing dangerous,teastyefe,2023-05-21,207249,34,0.667,0.595,0.772,0.236,0.11,-10.511,0.174,87.362,4
645,Born To Die,Born To Die,Lana Del Rey,2012-01-30,286253,56,0.18,0.209,0.636,0.000133,0.217,-6.591,0.0438,75.632,3
646,Stargirl Interlude (feat. Lana Del Rey),Starboy (Deluxe),The Weeknd,2023-03-14,111611,56,0.618,0.371,0.462,0.169,0.0958,-13.633,0.115,89.818,4
647,Dark Paradise,Born To Die - The Paradise Edition,Lana Del Rey,2012-11-12,243187,66,0.6,0.0953,0.653,0.0,0.122,-8.309,0.0594,119.994,4
648,Fishtail,Did you know that there's a tunnel under Ocean Blvd,Lana Del Rey,2023-03-24,242548,72,0.529,0.949,0.235,0.000259,0.26,-15.226,0.045,89.042,4
649,Secret Life (feat. Lana Del Rey),Take the Sadness Out of Saturday Night,Bleachers,2021-07-30,186613,49,0.568,0.829,0.292,4.35e-06,0.341,-14.316,0.0269,75.065,4
650,Closer,Closer,The Chainsmokers,2016-07-29,244960,86,0.748,0.414,0.524,0.0,0.111,-5.599,0.0338,95.01,4
651,Without Me,Manic,Halsey,2020-01-17,201660,83,0.752,0.297,0.488,9.11e-06,0.0936,-7.05,0.0705,136.041,4
652,Graveyard,Manic,Halsey,2020-01-17,181805,69,0.667,0.231,0.583,4.48e-05,0.181,-5.127,0.0747,92.043,4
653,Eastside (with Halsey & Khalid),FRIENDS KEEP SECRETS,benny blanco,2018-12-07,170769,81,0.632,0.549,0.686,0.0,0.2,-7.665,0.243,89.949,4
654,Bad At Love,hopeless fountain kingdom (Deluxe),Halsey,2017-06-02,181279,75,0.675,0.0604,0.751,0.0,0.0893,-3.539,0.0296,118.384,4
655,Lilith,"If I Can’t Have Love, I Want Power",Halsey,2021-08-27,167240,57,0.691,0.0413,0.772,0.0,0.0654,-7.616,0.26,84.003,4
656,You should be sad,Manic,Halsey,2020-01-17,205473,74,0.591,0.143,0.585,0.0,0.109,-6.35,0.0277,110.94,4
657,Gasoline,BADLANDS (Deluxe),Halsey,2015-08-28,199593,73,0.731,0.223,0.58,0.0,0.129,-7.328,0.0399,119.997,4
658,Walls Could Talk,hopeless fountain kingdom (Deluxe),Halsey,2017-06-02,101789,77,0.626,0.128,0.423,0.0,0.18,-6.035,0.0513,95.162,4
659,Die 4 Me,Die 4 Me,Halsey,2023-02-24,215021,77,0.694,0.355,0.743,0.0,0.275,-4.267,0.0833,145.048,4
660,Nightmare,Nightmare,Halsey,2019-05-17,231998,68,0.611,0.0188,0.622,0.0,0.359,-5.075,0.0734,146.11,4
661,Control,BADLANDS (Deluxe),Halsey,2015-08-28,214761,72,0.549,0.399,0.675,0.0,0.181,-5.637,0.0332,119.898,4
662,Eastside (with Halsey & Khalid),Eastside (with Halsey & Khalid),benny blanco,2018-07-12,173799,78,0.56,0.555,0.68,0.0,0.116,-7.648,0.321,89.391,4
663,Whispers,"If I Can’t Have Love, I Want Power",Halsey,2021-08-27,191693,54,0.58,0.558,0.382,1.19e-06,0.0962,-11.421,0.0799,79.11,4
664,forget me too (feat. Halsey),Tickets To My Downfall,Machine Gun Kelly,2020-09-25,171620,73,0.654,0.000417,0.875,0.0086,0.194,-4.845,0.0744,99.975,4
665,Colors,BADLANDS,Halsey,2015-08-28,249499,70,0.512,0.0534,0.812,0.0,0.092,-4.809,0.0617,100.02,4
666,Nightmare,"If I Can’t Have Love, I Want Power (Extended)",Halsey,2022-01-03,231998,57,0.607,0.0187,0.622,0.0,0.359,-5.075,0.0756,146.105,4
667,Him & I (with Halsey),The Beautiful & Damned,G-Eazy,2017-12-15,268866,79,0.589,0.0534,0.731,0.0,0.308,-6.343,0.0868,87.908,4
668,Castle,BADLANDS (Deluxe),Halsey,2015-08-28,277623,67,0.626,0.25,0.571,0.0,0.0946,-7.461,0.0327,129.959,4
669,Ashley,Manic,Halsey,2020-01-17,186187,52,0.663,0.137,0.531,0.0,0.146,-6.339,0.0827,125.014,4
670,Without Me,Without Me,Halsey,2018-10-04,201660,77,0.752,0.297,0.488,9.11e-06,0.0936,-7.05,0.0705,136.041,4
671,Could Have Been Me,Sing 2 (Original Motion Picture Soundtrack),Various Artists,2021-12-17,148732,73,0.552,9.18e-05,0.662,0.0,0.143,-6.225,0.0548,79.973,4
672,Life's A Mess (feat. Halsey),Legends Never Die,Juice WRLD,2020-07-10,202193,72,0.63,0.337,0.446,0.0,0.166,-8.9,0.0351,143.078,4
673,Now Or Never,hopeless fountain kingdom (Deluxe),Halsey,2017-06-02,214801,67,0.67,0.107,0.585,1.11e-06,0.131,-4.861,0.0354,110.03,4
674,So Good,So Good,Halsey,2022-06-09,176058,72,0.576,0.0385,0.627,0.0,0.181,-4.649,0.0449,164.998,4
675,Be Kind (with Halsey),Be Kind (with Halsey),Marshmello,2020-05-01,172761,76,0.63,0.00776,0.633,0.0,0.0541,-7.088,0.0457,93.995,4
676,Without Me (with Juice WRLD),Without Me (with Juice WRLD),Halsey,2019-01-09,228816,67,0.744,0.355,0.514,0.0,0.184,-6.103,0.0746,136.013,4
677,Dominic’s Interlude,Manic,Halsey,2020-01-17,76480,56,0.406,0.784,0.368,0.0,0.354,-6.31,0.0296,157.885,4
678,Die For Me (feat. Future & Halsey),Hollywood's Bleeding,Post Malone,2019-09-06,245266,72,0.614,0.19,0.66,0.0,0.211,-2.848,0.0441,145.01,4
679,Boy With Luv (feat. Halsey),MAP OF THE SOUL : PERSONA,BTS,2019-04-12,229773,79,0.645,0.0933,0.862,0.0,0.193,-4.761,0.0845,119.947,4
680,Hold Me Down,BADLANDS (Deluxe),Halsey,2015-08-28,204785,60,0.677,0.279,0.744,0.0,0.119,-4.512,0.0882,145.928,4
681,"I am not a woman, I'm a god","If I Can’t Have Love, I Want Power",Halsey,2021-08-27,176413,62,0.517,0.00375,0.7,0.0385,0.0634,-6.568,0.0452,179.986,4
682,Sorry,hopeless fountain kingdom (Deluxe),Halsey,2017-06-02,220540,73,0.513,0.913,0.25,0.0,0.117,-9.376,0.0367,74.103,4
683,Hurricane,BADLANDS (Deluxe),Halsey,2015-08-28,223081,58,0.586,0.00823,0.83,0.0028,0.348,-5.375,0.0416,120.017,4
684,I'm Not Mad,Manic,Halsey,2020-01-17,173467,61,0.78,0.17,0.684,0.0,0.105,-5.758,0.0636,149.916,4
685,Darling,"If I Can’t Have Love, I Want Power",Halsey,2021-08-27,182000,52,0.538,0.845,0.284,0.0,0.211,-9.681,0.0314,86.973,4
686,"I am not a woman, I'm a god","If I Can’t Have Love, I Want Power",Halsey,2021-08-27,176413,59,0.523,0.00397,0.702,0.0325,0.063,-6.74,0.0462,179.992,4
687,1121,"If I Can’t Have Love, I Want Power (Deluxe)",Halsey,2022-08-31,162520,44,0.605,0.239,0.305,0.0,0.0956,-7.552,0.0295,121.942,4
688,Ashley,Manic,Halsey,2020-01-17,186187,44,0.663,0.137,0.531,0.0,0.146,-6.339,0.0832,125.013,4
689,11 Minutes (with Halsey feat. Travis Barker),11 Minutes (with Halsey feat. Travis Barker),YUNGBLUD,2019-02-14,239507,65,0.464,0.0116,0.852,0.0,0.108,-3.804,0.067,160.075,4
690,New Americana,BADLANDS,Halsey,2015-08-28,183808,64,0.339,0.0113,0.707,0.0,0.337,-5.121,0.0428,173.993,4
691,People disappear here,"If I Can’t Have Love, I Want Power (Extended)",Halsey,2022-01-03,247680,49,0.603,0.0322,0.504,0.0155,0.105,-8.705,0.0332,145.952,4
692,The Feeling,Purpose (Deluxe),Justin Bieber,2015-11-13,244906,61,0.525,0.0819,0.809,1.22e-06,0.0971,-6.185,0.0619,127.073,4
693,Boy With Luv (Feat. Halsey),MAP OF THE SOUL : 7,BTS,2020-02-21,229773,68,0.645,0.0933,0.862,0.0,0.193,-4.761,0.0845,119.947,4
694,Lilith,"If I Can’t Have Love, I Want Power (Deluxe)",Halsey,2022-08-31,167240,46,0.712,0.0524,0.747,0.0,0.0668,-7.67,0.246,83.991,4
